Name,S1,S2,S3,S4,Cluster
MO Ray,5.6807575e-17,2.2207689e-5,0.2222033,0.7541114,B
MO Reynolds,5.6807575e-17,0.062680334,0.060222324,0.9013448,B
MO Ripley,5.6807575e-17,0.0635867,0.045132946,0.9122243,B
MO Saline,0.10428088,0.032415718,0.44594315,0.43279797,A
MO Schuyler,5.6807575e-17,0.014776425,0.08534813,0.9075124,B
MO Scotland,0.05783576,2.5652971e-11,0.20435232,0.75786334,B
MO Scott,0.0700779,0.15382431,0.14089228,0.72106475,B
MO Shannon,5.6807575e-17,0.16372444,0.3744796,0.4787994,A
MO Shelby,5.6807575e-17,0.08580149,0.16463956,0.75805664,B
MO St. Charles,0.043605406,0.057913117,0.31182826,0.58907396,A
MO St. Clair,5.6807575e-17,0.121438935,0.10296409,0.74297595,B
MO St. Francois,0.005217392,0.16240445,0.13626324,0.707144,B
MO St. Louis,0.1377953,0.083748735,0.36712757,0.5087409,A
MO St. Louis City,0.14209929,0.33640814,0.42725727,0.25759235,D
MO Ste. Genevieve,0.017661152,4.5974316e-6,0.16827117,0.8196468,B
MO Stoddard,0.058020342,8.044002e-17,0.13927704,0.7989287,B
MO Stone,2.883387e-6,0.143907,0.1456598,0.70526576,B
MO Sullivan,0.03439704,0.169149,0.21334869,0.6302097,B
MO Taney,0.015163265,0.12608762,0.14428662,0.73097193,B
MO Texas,5.6807575e-17,0.03330791,0.10128387,0.8543868,B
MO Vernon,5.6807575e-17,0.049553778,0.21094923,0.71838367,B
MO Warren,5.6807575e-17,0.15079999,0.102953024,0.7824057,B
MO Washington,0.008194938,0.14880572,0.021015633,0.84464186,B
MO Wayne,5.6807575e-17,0.11626446,0.1103832,0.765898,B
MO Webster,0.0032628176,1.006723e-14,0.16645248,0.7621476,B
MO Worth,5.6807575e-17,0.068548195,0.1480726,0.81567895,B
MO Wright,5.6807575e-17,0.31845972,0.20054638,0.5313652,C
MT Beaverhead,0.0058914707,2.0410696e-6,0.4265778,0.4835771,A
MT Big Horn,0.096907526,0.52082896,0.18027587,0.30048624,C
MT Blaine,5.6807575e-17,0.34587446,0.22959104,0.4322024,C
MT Broadwater,5.6807575e-17,8.044002e-17,0.3033376,0.5959875,A
MT Carbon,5.6807575e-17,8.044002e-17,0.48787487,0.42963758,A
MT Carter,5.6807575e-17,8.044002e-17,0.21756941,0.70904213,B
MT Cascade,0.01055622,0.010041038,0.43432385,0.51397747,A
MT Chouteau,5.6807575e-17,0.05560609,0.3736296,0.541069,A
MT Custer,0.012407702,1.6526548e-15,0.34093314,0.61827606,A
MT Daniels,5.6807575e-17,8.044002e-17,0.23956539,0.68503207,B
MT Dawson,5.6807575e-17,8.044002e-17,0.3588312,0.5817299,A
MT Deer Lodge,5.6807575e-17,0.06975009,0.37986183,0.5341277,A
MT Fallon,5.6807575e-17,8.044002e-17,0.23433556,0.6660903,B
MT Fergus,5.6807575e-17,8.044002e-17,0.35396993,0.57734275,A
MT Flathead,0.0066518798,8.044002e-17,0.43055308,0.48883495,A
MT Gallatin,0.0076465905,9.869303e-7,0.7016697,0.21389014,D
MT Garfield,5.6807575e-17,8.044002e-17,0.16193192,0.73616594,B
MT Glacier,2.7266546e-8,0.4851807,0.23097877,0.31317365,C
MT Golden Valley,0.013710322,5.239519e-12,0.2712071,0.64715165,A
MT Granite,5.6807575e-17,8.044002e-17,0.32425416,0.58213603,A
MT Hill,5.6807575e-17,0.19906422,0.29077873,0.51821566,A
MT Jefferson,5.6807575e-17,8.044002e-17,0.41327825,0.47787243,A
MT Judith Basin,5.6807575e-17,8.044002e-17,0.349327,0.5399388,A
MT Lake,7.5501885e-5,0.14337933,0.37251785,0.47555554,A
MT Lewis & Clark,0.0019771708,8.044002e-17,0.56011707,0.3781954,A
MT Liberty,5.6807575e-17,0.10415532,0.2579562,0.6050643,B
MT Lincoln,0.023268806,8.044002e-17,0.24875535,0.6878663,B
MT Madison,0.058695428,8.044002e-17,0.38884842,0.5383127,A
MT McCone,5.6807575e-17,8.044002e-17,0.35185713,0.57879466,A
MT Meagher,5.6807575e-17,8.044002e-17,0.2636776,0.6639971,A
MT Mineral,5.6807575e-17,8.180422e-15,0.23095374,0.75999224,B
MT Missoula,0.0026441643,0.01980198,0.6695665,0.26327553,D
MT Musselshell,5.6807575e-17,0.05351268,0.21503988,0.69402176,B
MT Park,5.6807575e-17,8.044002e-17,0.54761034,0.38158345,A
MT Petroleum,5.6807575e-17,8.044002e-17,0.24260598,0.66011065,B
MT Phillips,5.6807575e-17,0.04313494,0.2024213,0.70372546,B
MT Pondera,5.6807575e-17,0.049964316,0.31541017,0.6004887,A
MT Powder River,5.6807575e-17,8.044002e-17,0.2839867,0.6303045,A
MT Powell,5.6807575e-17,0.03473402,0.278578,0.61573946,A
MT Prairie,5.6807575e-17,8.044002e-17,0.24054818,0.6895966,B
MT Ravalli,0.0028987778,8.044002e-17,0.4007315,0.5347024,A
MT Richland,0.009726754,0.0025716308,0.2872762,0.6485773,A
MT Roosevelt,5.6807575e-17,0.44930682,0.16112447,0.4630102,C
MT Rosebud,0.013434066,0.20441844,0.21627931,0.55236864,B
MT Sanders,5.6807575e-17,1.5457073e-11,0.2608087,0.68748075,A
MT Sheridan,5.6807575e-17,8.044002e-17,0.32143086,0.63522124,A
MT Silver Bow,5.6807575e-17,0.09390634,0.43238455,0.45486534,A
MT Stillwater,0.0088778,8.044002e-17,0.42756656,0.48611423,A
MT Sweet Grass,0.037387114,8.044002e-17,0.38384524,0.5143268,A
MT Teton,5.6807575e-17,8.044002e-17,0.34419858,0.57572025,A
MT Toole,0.40758836,2.9903633e-16,0.28182706,0.51924837,A
MT Treasure,5.6807575e-17,8.044002e-17,0.28878525,0.6295762,A
MT Valley,5.6807575e-17,8.044002e-17,0.3349762,0.595432,A
MT Wheatland,5.6807575e-17,0.033240825,0.26507378,0.64815116,A
MT Wibaux,5.6807575e-17,0.056781076,0.19417952,0.71336603,B
MT Yellowstone,0.02497606,0.015255043,0.490357,0.4542196,A
NE Adams,0.1206089,8.044002e-17,0.4043562,0.5035822,A
NE Antelope,0.023574324,8.044002e-17,0.2747725,0.62782717,A
NE Arthur,5.6807575e-17,0.031184439,0.23112546,0.60788274,B
NE Banner,5.6807575e-17,8.044002e-17,0.26785618,0.635987,A
NE Blaine,5.6807575e-17,8.044002e-17,0.26012057,0.659003,A
NE Boone,5.6807575e-17,8.044002e-17,0.31487912,0.59163463,A
NE Box Butte,5.6807575e-17,0.0056680175,0.3268081,0.63234365,A
NE Boyd,5.6807575e-17,8.044002e-17,0.22448194,0.6968554,B
NE Brown,5.6807575e-17,8.044002e-17,0.2034158,0.72360814,B
NE Buffalo,0.0194569,2.2726641e-5,0.49846518,0.439837,A
NE Burt,5.6807575e-17,8.044002e-17,0.29102924,0.6634388,A
NE Butler,0.010796033,8.044002e-17,0.30761334,0.6068813,A
NE Cass,0.009874467,8.044002e-17,0.36832127,0.54097027,A
NE Cedar,5.6807575e-17,8.044002e-17,0.28254512,0.6140437,A
NE Chase,5.6807575e-17,0.06617243,0.2524558,0.6169102,A
NE Cherry,5.6807575e-17,2.2895176e-6,0.39171177,0.5490695,A
NE Cheyenne,5.6807575e-17,8.044002e-17,0.3240044,0.5935786,A
NE Clay,0.0046645403,1.8726783e-5,0.2870498,0.664367,A
NE Colfax,0.2854928,0.31209382,0.30067143,0.26151937,C
NE Cuming,6.063129e-11,8.8024143e-7,0.35414696,0.59013546,A
NE Custer,0.13829339,8.044002e-17,0.2759355,0.5955419,A
NE Dakota,0.5761235,0.30523038,0.25908893,0.21808676,C
NE Dawes,5.6807575e-17,0.05296288,0.4175338,0.46208102,A
NE Dawson,0.21923117,0.30820617,0.24902563,0.35956147,C
NE Deuel,5.6807575e-17,8.044002e-17,0.2605574,0.68115294,A
NE Dixon,0.08320284,0.007735408,0.3180432,0.58822596,A
NE Dodge,0.10238535,0.032779753,0.40394288,0.520134,A
NE Douglas,0.066372044,0.15064783,0.6347283,0.22327255,D
NE Dundy,5.6807575e-17,0.052802168,0.21711983,0.68006134,B
NE Fillmore,0.08275024,8.044002e-17,0.29131842,0.59819174,A
NE Franklin,5.6807575e-17,8.044002e-17,0.22650607,0.7116833,B
NE Frontier,5.6807575e-17,8.044002e-17,0.2462966,0.6584808,B
NE Furnas,0.054661773,8.044002e-17,0.2209788,0.7047636,B
NE Gage,0.06200474,8.044002e-17,0.32232997,0.57803816,A
NE Garden,5.6807575e-17,8.044002e-17,0.22862473,0.7165258,B
NE Garfield,5.6807575e-17,8.044002e-17,0.21631719,0.7168693,B
NE Gosper,0.02174382,8.044002e-17,0.22927256,0.67344826,B
NE Grant,5.6807575e-17,8.044002e-17,0.23895355,0.64671415,B
NE Greeley,5.6807575e-17,8.044002e-17,0.2574129,0.6545175,A
NE Hall,0.32290447,0.19765435,0.33209193,0.3246154,A
NE Hamilton,0.39686817,8.044002e-17,0.29816654,0.4384382,A
NE Harlan,5.6807575e-17,8.044002e-17,0.2092751,0.73339903,B
NE Hayes,5.6807575e-17,8.044002e-17,0.2596423,0.6291461,A
NE Hitchcock,5.6807575e-17,8.044002e-17,0.17741899,0.7601017,B
NE Holt,5.6807575e-17,8.044002e-17,0.3042955,0.6193304,A
NE Hooker,5.6807575e-17,3.9677016e-5,0.26392958,0.65085095,A
NE Howard,0.17945154,8.044002e-17,0.2947163,0.5282864,A
NE Jefferson,5.6807575e-17,8.044002e-17,0.2919695,0.667868,A
NE Johnson,5.6807575e-17,0.09357538,0.27773935,0.60433817,A
NE Kearney,5.6807575e-17,8.044002e-17,0.35911894,0.5837531,A
NE Keith,5.6807575e-17,8.044002e-17,0.26183861,0.66929233,A
NE Keya Paha,5.6807575e-17,8.044002e-17,0.24300432,0.660833,B
NE Kimball,0.002644083,0.007002483,0.24438277,0.7235262,B
NE Knox,5.6807575e-17,0.00014914358,0.30338782,0.6555527,A
NE Lancaster,0.014836488,0.057595782,0.680773,0.25706026,D
NE Lincoln,0.02058118,4.6518688e-11,0.3172989,0.61424816,A
NE Logan,5.6807575e-17,0.037954256,0.25440708,0.6294157,A
NE Loup,5.6807575e-17,8.044002e-17,0.23103802,0.67124915,B
NE Madison,0.06685209,0.047620624,0.2925922,0.5011194,A
NE McPherson,5.6807575e-17,0.14396314,0.30114642,0.5412206,A
NE Merrick,0.017586637,8.044002e-17,0.27974734,0.64386755,A
NE Morrill,0.0073115164,0.07340468,0.24438177,0.6428803,B
NE Nance,5.6807575e-17,8.044002e-17,0.24975961,0.6805751,B
NE Nemaha,5.6807575e-17,8.044002e-17,0.35801262,0.57296956,A
NE Nuckolls,5.6807575e-17,8.044002e-17,0.27737895,0.6761576,A
NE Otoe,0.0039329194,1.7202007e-8,0.35781595,0.5810413,A
NE Pawnee,5.6807575e-17,0.048969522,0.23638126,0.6659494,B
NE Perkins,0.15861344,8.044002e-17,0.24473941,0.6003746,A
NE Phelps,5.6807575e-17,8.044002e-17,0.34178638,0.5952868,A
NE Pierce,0.013696633,8.044002e-17,0.26268718,0.6318539,A
NE Platte,0.067481264,0.10783536,0.40046117,0.41536972,A
NE Polk,0.012157058,8.044002e-17,0.305058,0.61692417,A
NE Red Willow,5.6807575e-17,8.044002e-17,0.2883849,0.63788396,A
NE Richardson,0.027856432,8.044002e-17,0.24948531,0.68319595,B
NE Rock,5.6807575e-17,8.044002e-17,0.20580365,0.7002298,B
NE Saline,0.16806848,0.17517486,0.33591944,0.39827415,A
NE Sarpy,0.014143421,0.07041191,0.5770117,0.28857654,D
NE Saunders,0.02087897,8.044002e-17,0.35722795,0.5482443,A
NE Scotts Bluff,0.028919918,0.080570064,0.31447193,0.5529325,A
NE Seward,0.03339153,8.044002e-17,0.39417514,0.50098544,A
NE Sheridan,5.6807575e-17,0.025774477,0.27503592,0.6789118,A
NE Sherman,0.020770272,8.044002e-17,0.24060662,0.6719303,B
NE Sioux,5.6807575e-17,8.044002e-17,0.31221092,0.55380756,A
NE Stanton,5.6807575e-17,8.044002e-17,0.32703653,0.57249683,A
NE Thayer,5.6807575e-17,8.044002e-17,0.22739443,0.71134156,B
NE Thomas,5.6807575e-17,8.044002e-17,0.2786978,0.62504745,A
NE Thurston,0.097882986,0.4331443,0.16297254,0.4054475,C
NE Valley,5.6807575e-17,8.044002e-17,0.2885714,0.6390195,A
NE Washington,0.024967905,8.044002e-17,0.3990369,0.50147593,A
NE Wayne,5.6807575e-17,0.012634372,0.47121027,0.42118663,A
NE Webster,5.6807575e-17,8.044002e-17,0.26472333,0.67958057,A
NE Wheeler,5.6807575e-17,8.044002e-17,0.21796963,0.6683284,B
NE York,5.6807575e-17,8.044002e-17,0.3579841,0.5807506,A
NV Carson City,0.019633166,0.17566599,0.41069388,0.4160781,A
NV Churchill,0.012368344,0.33422673,0.45550913,0.2950863,D
NV Clark,0.066613235,0.199052,0.49400148,0.24403155,D
NV Douglas,5.6807575e-17,0.14471522,0.42699793,0.4240294,A
NV Elko,0.007419589,0.25356036,0.32061327,0.45444894,A
NV Esmeralda,5.6807575e-17,0.111857735,0.20929714,0.6193528,B
NV Eureka,5.6807575e-17,0.20326234,0.25286674,0.5249352,B
NV Humboldt,0.07207926,0.33805144,0.26446602,0.3754653,C
NV Lander,0.033989698,0.15684986,0.29116362,0.5073107,A
NV Lincoln,5.6807575e-17,0.09141274,0.25723866,0.6423532,B
NV Lyon,0.0049546165,0.19216566,0.20875183,0.62082434,B
NV Mineral,5.6807575e-17,0.22001955,0.21544243,0.6166696,B
NV Nye,0.015760174,0.30057794,0.23148553,0.45874417,C
NV Pershing,5.6807575e-17,0.10437449,0.27380064,0.55084044,A
NV Storey,5.6807575e-17,0.21043174,0.44411013,0.38927707,A
NV Washoe,0.04350877,0.21409199,0.44079575,0.3249252,D
NV White Pine,0.00784081,0.14952923,0.33494207,0.5411772,A
NH Belknap,0.0077687027,8.044002e-17,0.5068026,0.44923657,A
NH Carroll,0.0023345996,8.044002e-17,0.51840085,0.44348547,A
NH Cheshire,0.012228836,8.044002e-17,0.6432814,0.32208502,D
NH Coos,5.6807575e-17,4.367354e-12,0.46506456,0.5355828,A
NH Grafton,0.0037551606,1.0211496e-7,0.7105782,0.26215604,D
NH Hillsborough,0.12360764,2.1079786e-5,0.78685474,0.19059812,D
NH Merrimack,0.033676166,8.044002e-17,0.69379884,0.28060895,D
NH Rockingham,0.07609882,8.044002e-17,0.74919826,0.20094043,D
NH Strafford,0.040894218,4.130898e-7,0.68969953,0.28362867,D
NH Sullivan,0.0044328,8.044002e-17,0.55049497,0.41411155,A
NJ Atlantic,0.19532935,0.2634692,0.6545134,0.09849368,D
NJ Bergen,0.4055532,0.048157714,0.8319221,1.6442369e-16,D
NJ Burlington,0.24448822,3.1970338e-13,0.85780275,0.07578127,D
NJ Camden,0.24776329,0.25966018,0.72313666,1.6442369e-16,D
NJ Cape May,0.1777342,8.044002e-17,0.61130255,0.34637424,D
NJ Cumberland,0.22614318,0.42389116,0.44795945,0.15015231,D
NJ Essex,0.5443535,0.29254702,0.5881333,1.6442369e-16,D
NJ Gloucester,0.18017752,8.044002e-17,0.7113873,0.23104733,D
NJ Hudson,0.46232468,0.26341155,0.59894186,1.6442369e-16,D
NJ Hunterdon,0.20020066,8.044002e-17,0.87087816,0.049311098,D
NJ Mercer,0.3645568,0.15132685,0.7759686,1.6442369e-16,D
NJ Middlesex,0.3363208,0.13990355,0.77622473,1.6442369e-16,D
NJ Monmouth,0.3002616,8.044002e-17,0.9181643,2.3450374e-16,D
NJ Morris,0.3067912,8.044002e-17,0.9087995,1.6442369e-16,D
NJ Ocean,0.32992277,8.044002e-17,0.66752887,0.21668963,D
NJ Passaic,0.5422645,0.25199306,0.590684,1.6442369e-16,D
NJ Salem,0.2900919,1.5238326e-8,0.52600974,0.37650013,A
NJ Somerset,0.31371114,8.044002e-17,0.90326273,1.6442369e-16,D
NJ Sussex,0.2723618,8.044002e-17,0.69984967,0.17035367,D
NJ Union,0.50848293,0.20635405,0.6596943,1.6442369e-16,D
NJ Warren,0.33789206,8.044002e-17,0.67419714,0.17998324,D
NM Bernalillo,0.024914868,0.33429894,0.6344362,0.07043396,D
NM Catron,0.12301638,0.09010975,0.2142717,0.6308719,B
NM Chaves,0.006955613,0.44439438,0.24345808,0.35872304,C
NM Cibola,0.10343141,0.57746536,0.19413488,0.23821111,C
NM Colfax,0.0035550229,0.24854383,0.33599988,0.45163232,A
NM Curry,3.2951276e-16,0.35425097,0.25145122,0.41420183,C
NM De Baca,5.6807575e-17,0.21447544,0.21322936,0.59897965,B
NM Dona Ana,0.006982639,0.47726622,0.45203343,0.1004129,D
NM Eddy,0.0063670115,0.28564298,0.2869547,0.45756164,C
NM Grant,5.792777e-12,0.28206038,0.32731426,0.4014549,C
NM Guadalupe,0.010674992,0.5663869,0.24725686,0.24914198,C
NM Harding,5.6807575e-17,0.11681169,0.3537359,0.52615887,A
NM Hidalgo,0.014999884,0.43493986,0.21002558,0.3796391,C
NM Lea,5.6807575e-17,0.46670783,0.21802917,0.36050457,C
NM Lincoln,0.002426176,0.1571004,0.37457964,0.47465557,A
NM Los Alamos,5.6807575e-17,1.1921099e-12,0.8220481,0.15455602,D
NM Luna,0.024068253,0.53689516,0.20206992,0.30155692,C
NM McKinley,0.4948031,0.5941307,0.175413,0.0854891,C
NM Mora,5.6807575e-17,0.39104015,0.27934417,0.3436124,C
NM Otero,0.011055542,0.30996653,0.29938313,0.38592952,C
NM Quay,0.06252385,0.21170197,0.2261554,0.5641053,B
NM Rio Arriba,0.008265528,0.47594175,0.24174415,0.21976586,C
NM Roosevelt,0.010434644,0.3214395,0.25564265,0.4260479,C
NM San Juan,0.26014245,0.19058992,0.3474963,0.3162957,A
NM San Miguel,5.6807575e-17,0.5700678,0.3336081,0.16831672,C
NM Sandoval,0.047627315,0.39792112,0.35530365,0.2430525,C
NM Santa Fe,0.0029075157,0.29128665,0.6582618,0.06332795,D
NM Sierra,5.6807575e-17,0.22857387,0.19293049,0.6448904,B
NM Socorro,0.06965158,0.42232397,0.25359252,0.32352224,C
NM Taos,5.6807575e-17,0.3612609,0.4324955,0.1932612,D
NM Torrance,0.0125632165,0.28883162,0.21176095,0.5099866,C
NM Union,0.018803213,0.24679998,0.24921662,0.51347566,B
NM Valencia,0.005553689,0.3790587,0.31337178,0.32987356,C
NY Albany,0.14822559,0.11510206,0.82094103,0.03702736,D
NY Allegany,0.01867334,0.055275623,0.41718385,0.50077856,A
NY Broome,0.07033321,0.48043546,0.5744593,0.056266535,D
NY Cattarau,0.02512614,0.098042905,0.5131379,0.38869002,A
NY Cayuga,0.011600152,0.10659036,0.46457613,0.4355568,A
NY Chautauq,0.007927594,0.10411108,0.46749187,0.42996955,A
NY Chemung,0.02135237,0.111509085,0.47393346,0.43266553,A
NY Chenango,0.06231545,0.06187323,0.48253655,0.42446774,A
NY Clinton,0.029593818,0.030289514,0.48401368,0.46009576,A
NY Columbia,0.22914393,2.6559566e-9,0.60015684,0.3008156,D
NY Cortland,0.012779606,0.024475526,0.57888466,0.37745887,A
NY Delaware,0.029760828,1.8447575e-14,0.52225256,0.44920734,A
NY Dutchess,0.19378981,0.022038111,0.6043397,0.2687086,D
NY Erie,0.19011103,0.0725678,0.7367254,0.14460163,D
NY Essex,0.0067589586,0.13460279,0.6311339,0.27202258,D
NY Franklin,0.0017514313,0.05319196,0.52142626,0.40518323,A
NY Fulton,0.12852454,0.052172747,0.4391061,0.44323704,A
NY Genese,0.041160066,8.044002e-17,0.43307456,0.552708,A
NY Greene,0.11990165,8.044002e-17,0.4751584,0.43015477,A
NY Hamilton,0.08297383,8.044002e-17,0.5088403,0.4717102,A
NY Herkimer,0.03777022,8.044002e-17,0.42407468,0.53945833,A
NY Jefferson,5.6807575e-17,0.11090643,0.48453715,0.39055344,A
NY Lewis,0.08362311,0.008869491,0.50327045,0.44711396,A
NY Livingston,0.015627809,0.3357673,0.6783191,0.071640156,D
NY Madison,0.06088292,8.044002e-17,0.4954632,0.44511724,A
NY Monroe,0.104090534,0.10492669,0.6325889,0.22204296,D
NY Montgomery,0.03942381,0.00026520187,0.513144,0.44131976,A
NY Nassau,0.5648127,8.044002e-17,0.79399306,1.6442369e-16,D
NY Niagara,0.12884647,0.08590025,0.42489716,0.4471024,A
NY Oneida,0.09206525,0.12728952,0.7374665,0.117186286,D
NY Onondaga,0.072173685,0.24774723,0.80801344,1.6442369e-16,D
NY Ontario,0.07085402,3.832535e-14,0.6092493,0.36513308,A
NY Orange,0.37711117,0.06966069,0.6522179,0.13413335,D
NY Orleans,0.29365286,1.0761564e-5,0.5688474,0.29544985,D
NY Oswego,0.01159362,0.00030688406,0.5640612,0.40579948,A
NY Otsego,0.017766228,0.1628285,0.6327516,0.22237836,D
NY Putnam,0.2498702,1.4246946e-15,0.63364077,0.2794382,D
NY Rensselaer,0.07813683,0.061499435,0.58953655,0.34688756,D
NY Rockland,0.5744397,9.344842e-17,0.72767854,1.0098266e-13,D
NY Saratoga,0.026382728,1.7522274e-11,0.7985154,0.16559033,D
NY Schenectady,0.06338892,0.34504536,0.7229751,1.6442369e-16,D
NY Schoharie,0.030787366,7.175713e-5,0.57503015,0.4074857,A
NY Schuyler,5.6807575e-17,0.18306454,0.58053577,0.242138,D
NY Seneca,0.02698514,0.2550836,0.6177427,0.13268387,D
NY St. Lawrence,0.011384437,0.11663995,0.4948554,0.39657566,A
NY Steuben,0.101027325,8.044002e-17,0.58989733,0.31200594,D
NY Suffolk,0.4690746,1.7151509e-13,0.82794803,8.9185335e-9,D
NY Sullivan,0.21743682,1.2631658e-11,0.5006,0.36778268,A
NY Tioga,0.12651542,8.044002e-17,0.42207065,0.4777239,A
NY Tompkins,5.6807575e-17,0.16194952,0.6739593,0.19472824,D
NY Ulster,0.18477431,5.9107323e-15,0.57501376,0.32909292,D
NY Warren,0.16349365,0.002959755,0.8210743,0.15049714,D
NY Washington,0.11817415,0.11489003,0.47842202,0.36426923,A
NY Wayne,0.011631671,8.044002e-17,0.49079433,0.4662654,A
NY Westchester,0.47473264,8.044002e-17,0.8402975,1.6442369e-16,D
NY Wyoming,0.06583806,0.0050278963,0.53133875,0.414532,A
NY Yates,0.076768056,8.044002e-17,0.5555577,0.36764327,A
NY Bronx,0.90399855,0.07525662,0.503074,1.6442369e-16,D
NY Kings,0.7867238,1.3667911e-15,0.62101233,1.6442369e-16,D
NY New York,0.47271302,0.090478845,0.8209725,1.6442369e-16,D
NY Queens,0.8126676,8.044002e-17,0.63050526,1.6442369e-16,D
NY Richmond,0.6393073,4.602564e-15,0.71651673,3.2284174e-8,D
NC Alamance,0.051097482,0.2683958,0.2924303,0.43704784,C
NC Alexander,0.0019461922,0.17137839,0.057834655,0.7359376,B
NC Alleghany,5.6807575e-17,0.1922486,3.506009e-14,0.79456466,B
NC Anson,0.014955228,0.5054887,6.140136e-11,0.5257779,C
NC Ashe,0.006795015,0.06245571,0.1854125,0.7257253,B
NC Avery,5.6807575e-17,0.13479333,0.15589227,0.69241667,B
NC Beaufort,0.0002423288,0.2665911,0.09214252,0.62772816,B
NC Bertie,0.07190607,0.4990437,0.0062537524,0.47019026,C
NC Bladen,0.04401605,0.45102832,1.3036182e-16,0.56271166,C
NC Brunswick,0.014395474,0.111137845,0.30769962,0.56244683,A
NC Buncombe,0.030517261,0.15089263,0.5114788,0.32243738,D
NC Burke,0.068644434,0.18392207,0.09817206,0.69329864,B
NC Cabarrus,0.041537255,0.16104963,0.41185474,0.40086466,A
NC Caldwell,0.018715534,0.16446777,0.084062025,0.7496608,B
NC Camden,0.02772128,0.07152086,0.1769858,0.6690413,B
NC Carteret,0.013653929,0.054394852,0.3089032,0.61869293,A
NC Caswell,0.01890418,0.32549837,0.07411961,0.59560704,B
NC Catawba,0.020459047,0.1990396,0.24458274,0.556471,B
NC Chatham,0.16395529,0.124206506,0.47676772,0.27941233,D
NC Cherokee,0.026804214,0.07699779,0.075230815,0.825548,B
NC Chowan,4.3929877e-13,0.32287475,0.114862494,0.56860554,C
NC Clay,0.0038311959,0.030018575,0.09243818,0.85146075,B
NC Cleveland,0.02491875,0.23537348,0.09818409,0.6742775,B
NC Columbus,0.15494135,0.35020095,3.6350597e-12,0.60104996,C
NC Craven,0.024226433,0.23543501,0.2750291,0.49189442,A
NC Cumberland,0.020183925,0.51934856,0.2695948,0.24801515,C
NC Currituck,5.6807575e-17,0.037143536,0.23263414,0.6720213,B
NC Dare,0.012992783,0.05266497,0.4311386,0.49225572,A
NC Davidson,0.03338338,0.14880516,0.1500805,0.6804699,B
NC Davie,0.031318426,0.07968761,0.24541895,0.62956,B
NC Duplin,0.13933802,0.51995224,1.9831294e-13,0.4316586,C
NC Durham,0.05615099,0.42519766,0.5900895,5.234809e-14,D
NC Edgecombe,0.07221739,0.59573644,0.007818853,0.41927472,C
NC Forsyth,0.022513574,0.29233605,0.49178335,0.24422082,D
NC Franklin,0.11446342,0.23209962,0.19756871,0.48341724,B
NC Gaston,0.02272393,0.2311004,0.18606816,0.59680116,B
NC Gates,0.04091337,0.21230751,0.10269011,0.61372024,B
NC Graham,5.6807575e-17,0.14168637,3.2272392e-16,0.8306185,B
NC Granville,0.13178732,0.24490382,0.21557805,0.46242565,C
NC Greene,0.023164833,0.5558422,1.3036182e-16,0.4562471,C
NC Guilford,0.048136245,0.31558532,0.5439696,0.1578911,D
NC Halifax,0.02429161,0.5795311,1.1707103e-11,0.46566245,C
NC Harnett,0.04753711,0.30829397,0.16018915,0.488994,C
NC Haywood,0.01869653,0.06638946,0.21415195,0.695839,B
NC Henderson,0.09994393,0.05979337,0.3699383,0.52007717,A
NC Hertford,0.10012234,0.5694928,4.8660695e-6,0.4115159,C
NC Hoke,0.01650338,0.53650224,0.07674026,0.38092476,C
NC Hyde,5.6807575e-17,0.4011573,0.09185995,0.5067788,C
NC Iredell,0.019363359,0.13618807,0.34496108,0.5071738,A
NC Jackson,0.016875,0.21828623,0.2710911,0.4913207,A
NC Johnston,0.043456867,0.21573135,0.26091775,0.4733938,A
NC Jones,0.107630275,0.3102489,0.039729226,0.6046721,B
NC Lee,0.04029115,0.34505776,0.19755057,0.4508517,C
NC Lenoir,0.053319093,0.4921627,0.03776184,0.5008324,C
NC Lincoln,0.005638614,0.10991832,0.2074489,0.66027266,B
NC Macon,0.019337062,0.19624804,0.111319415,0.7172595,B
NC Madison,5.6807575e-17,0.083050445,0.21435715,0.6722135,B
NC Martin,0.08907609,0.17674619,0.09470457,0.6497521,B
NC Mcdowell,0.037332688,0.21645656,0.046024404,0.72000134,B
NC Mecklenburg,0.03896926,0.3571494,0.6821313,3.2982547e-10,D
NC Mitchell,0.017889341,0.04916502,0.10471117,0.8136679,B
NC Montgomery,0.0909211,0.304031,0.08479049,0.57343745,B
NC Moore,0.041161813,0.09480649,0.3496825,0.5123636,A
NC Nash,0.02682946,0.35709095,0.1574653,0.48103747,C
NC New Hanover,0.011048475,0.16737235,0.54725987,0.275441,D
NC Northampton,0.20728336,0.412523,5.7734484e-9,0.49456006,C
NC Onslow,0.0032031336,0.29163584,0.31505543,0.39250076,C
NC Orange,0.08510191,0.17833881,0.79030603,0.0005476112,D
NC Pamlico,0.0103647495,0.20386112,0.14634351,0.6351379,B
NC Pasquotank,0.089055195,0.27674806,0.23760946,0.4345131,C
NC Pender,0.0107055735,0.17384475,0.25928533,0.535112,A
NC Perquimans,0.08238686,0.1412089,0.13832861,0.6542478,B
NC Person,0.0155166285,0.22730027,0.11156699,0.6371553,B
NC Pitt,0.007624818,0.35105982,0.38787833,0.28513032,C
NC Polk,0.06041984,0.060512464,0.29587927,0.6142065,A
NC Randolph,0.048712306,0.17135587,0.13219136,0.6694451,B
NC Richmond,0.03604775,0.45176935,1.3036182e-16,0.5764297,C
