Name,S1,S2,S3,S4,S5,S6
AZ Pinal,80.956375,15.186727,54.841503,0.13815312,64.17969,7.7043366
AZ Santa Cruz,7.140882e-7,12.086554,40.176994,52.537636,101.31839,39.104984
AZ Yavapai,43.565483,54.665333,68.49964,28.865927,24.591509,4.7028074
AZ Yuma,33.232727,11.369003,30.508152,41.37931,97.65078,31.245726
AR Arkansas,109.954544,32.210594,26.317741,69.24588,11.353717,3.1998382
AR Ashley,118.2463,38.452747,18.080416,53.121418,13.96999,8.139853
AR Baxter,103.063545,70.20171,30.983103,25.45331,1.29220035e-14,9.2968015e-15
AR Benton,65.458,71.422775,21.907715,1.41230614e-14,60.943092,2.7483566
AR Boone,133.29735,67.67784,27.430151,0.03255149,1.29220035e-14,0.41801333
AR Bradley,118.55224,18.311773,20.241182,57.364014,29.336868,12.732671
AR Calhoun,103.041084,45.23075,16.836924,74.678085,1.29220035e-14,9.2968015e-15
AR Carroll,107.05861,60.736286,19.601282,11.464418,32.32156,5.2905703
AR Chicot,72.722145,1.6258789e-12,17.626324,114.10652,38.48648,37.321507
AR Clark,90.72544,24.27295,40.62393,57.14465,24.947308,1.2314647
AR Clay,118.72056,46.26067,23.404524,53.482212,4.407359e-12,7.5532184
AR Cleburne,110.855064,69.55,19.56092,24.091269,1.29220035e-14,9.025764
AR Cleveland,114.40471,62.475574,16.160662,35.34503,1.29220035e-14,7.430749
AR Columbia,121.53173,28.60922,27.685884,41.998417,19.523428,11.659126
AR Conway,106.73515,43.229485,32.035816,43.684906,10.071074,5.3873825
AR Craighead,131.46509,28.5702,28.319748,0.22383526,47.64371,2.2801056
AR Crawford,150.98318,50.4939,18.08752,2.4914e-6,17.12336,0.99855226
AR Crittenden,116.47553,2.1055643e-14,16.522888,46.484867,65.51141,21.966547
AR Cross,144.46959,30.914703,26.833864,36.030277,3.9286363,7.816288
AR Dallas,88.88271,10.362788,27.96346,110.64046,15.0291815,3.7348545
AR Desha,106.21563,0.00030220556,21.721554,85.624626,31.237246,8.824642
AR Drew,102.43967,25.946827,34.946747,57.975655,13.715177,6.2246227
AR Faulkner,101.34873,48.060642,36.36394,1.41230614e-14,36.54905,0.98502165
AR Franklin,146.44145,54.075565,24.719818,12.264144,0.0126428725,1.2818115
AR Fulton,111.345566,59.642986,15.936923,51.934578,1.29220035e-14,9.2968015e-15
AR Garland,139.38036,33.992157,41.90398,4.999674,25.214182,2.5862107
AR Grant,137.3582,66.852684,29.101847,0.12140052,2.3568567e-10,0.17118198
AR Greene,147.85556,48.129738,24.08477,19.087725,2.031864,0.62904876
AR Hempstead,126.53976,17.865055,16.11906,47.870865,37.994026,3.688671
AR Hot Spring,124.67254,49.878635,18.590921,34.57525,5.9473047,20.577688
AR Howard,109.085976,28.149046,17.443392,55.454247,31.766808,9.092164
AR Independence,147.96071,49.40832,19.963348,1.2133988,16.521006,0.8785671
AR Izard,104.37018,59.538433,19.936827,55.770836,1.29220035e-14,1.6612293
AR Jackson,137.91054,25.017107,22.369644,62.563046,2.5969548,1.1740365
AR Jefferson,93.59909,1.6237546e-11,29.229874,64.83361,47.287697,29.25706
AR Johnson,130.33615,39.78518,17.858099,10.672982,33.24896,4.2145405
AR Lafayette,87.240814,32.79932,23.502874,97.8928,0.042917192,12.44519
AR Lawrence,123.363144,50.80924,21.19618,33.217297,1.29220035e-14,22.826797
AR Lee,39.69722,2.1055643e-14,14.647964,124.73092,18.75968,96.060265
AR Lincoln,61.25055,24.155449,15.498802,77.24645,1.29220035e-14,113.10158
AR Little River,130.67346,50.624386,20.69974,30.19961,1.9940065e-13,17.380028
AR Logan,157.87498,50.185894,20.78036,8.848768,5.983888,9.2968015e-15
AR Lonoke,123.97516,61.58828,22.47483,1.41230614e-14,17.079165,0.30721268
AR Madison,129.90926,56.938023,22.036407,10.314362,11.276535,5.1932473
AR Marion,105.73297,66.20255,19.28559,49.97901,1.29220035e-14,9.2968015e-15
AR Miller,146.03273,15.578064,25.641537,29.896908,25.80325,3.5093863
AR Mississippi,135.35214,1.0907208e-10,18.423597,51.72144,47.673824,9.474126
AR Monroe,82.82508,3.0346938e-12,31.236162,130.79399,11.765996,0.22486022
AR Montgomery,93.180145,67.76961,14.864559,64.41652,1.29220035e-14,1.5445734
AR Nevada,96.98897,28.20122,14.577378,78.66979,12.597589,33.44026
AR Newton,77.5366,68.95922,17.333868,56.263783,1.29220035e-14,16.453499
AR Ouachita,125.13808,12.766982,35.024136,63.269287,13.575359,1.5620289
AR Perry,114.03757,51.470184,28.174564,42.267258,1.29220035e-14,0.06630169
AR Phillips,68.250374,2.1055643e-14,16.806858,130.48387,40.495804,13.304021
AR Pike,116.49696,64.84241,13.293109,40.874058,6.344148,1.4674823
AR Poinsett,162.72261,10.7562685,18.054613,44.056454,16.79347,7.02726
AR Polk,124.82634,49.839237,13.537037,38.681305,18.175018,0.072438
AR Pope,132.04703,50.319134,21.699001,1.7256708e-7,28.495401,4.5202723
AR Prairie,121.41669,56.915043,21.693573,38.14097,1.359775e-10,1.324268e-10
AR Pulaski,102.267044,4.801169,43.332325,7.905531e-8,86.92935,6.268867
AR Randolph,139.61621,62.41026,21.11302,11.17323,1.29220035e-14,8.93983
AR Saline,121.714714,28.08275,20.02294,42.511936,34.141888,0.7444386
AR Scott,122.14618,63.711254,22.743067,1.6504138,20.383852,9.2968015e-15
AR Searcy,111.31049,58.678375,17.738043,55.750225,0.00061763515,9.2968015e-15
AR Sebastian,110.23738,41.72757,31.585533,42.65139,10.969194,3.6436481
AR Sevier,127.80544,26.941912,14.444725,3.8515701,48.746426,34.19696
AR Sharp,111.5981,44.541374,11.098591,40.924507,36.54025,6.3215218
AR St Francis,100.33604,0.00083502615,37.390614,79.45667,8.4441595,30.59697
AR Stone,85.43723,51.016666,25.826889,74.79473,1.29220035e-14,2.0163486
AR Union,138.77234,33.328934,18.613792,21.755629,29.943754,14.803015
AR Van Buren,107.021835,56.339405,22.128157,51.84265,1.29220035e-14,4.6168585
AR Washington,78.71141,36.467297,30.214184,1.41230614e-14,77.474174,6.6105447
AR White,142.71648,48.008385,26.733974,3.8602952e-6,15.411708,0.8513104
AR Woodruff,95.34907,26.98523,29.646086,95.60039,0.24327168,9.2968015e-15
AR Yell,138.02052,39.387978,10.493829,3.0913103,41.062996,30.623802
CA Alameda,2.3771729e-14,7.100916e-5,84.16011,1.41230614e-14,134.13019,2.004341
CA Alpine,3.6503753e-10,1.4771871e-5,116.51094,88.458305,24.2583,9.2968015e-15
CA Amador,27.113588,45.5029,88.27907,50.355938,9.239004,2.7394004
CA Butte,73.1213,2.2432919,101.86838,6.473654,40.23862,0.12185987
CA Calaveras,37.715763,44.65057,93.18356,32.4788,8.3621025,0.1900281
CA Colusa,20.079048,17.180902,49.848877,52.180416,88.31361,2.3465576
CA Contra Costa,5.61645,0.8043901,97.3332,1.41230614e-14,113.91103,1.538933
CA Del Norte,62.03815,0.10115768,81.725296,61.93163,33.05601,9.2968015e-15
CA El Dorado,25.005367,43.585926,107.75037,1.41230614e-14,27.199055,9.2968015e-15
CA Fresno,40.885414,1.1638602e-12,46.859795,27.573322,128.35255,1.7936037
CA Glenn,44.773235,26.63837,49.61159,49.24451,55.236298,9.110439
CA Humboldt,44.78096,1.7314271e-6,119.855576,31.286142,30.894035,0.4171654
CA Imperial,0.12523764,2.1055643e-14,40.2118,53.41378,124.430824,35.240498
CA Inyo,19.217403,34.119446,91.14897,44.67631,23.10791,7.8988853
CA Kern,63.435616,6.8132204e-6,40.20291,20.062391,120.31467,3.1939585
CA Kings,37.65489,0.9039972,44.892864,37.49004,111.9131,10.497012
CA Lake,71.034065,2.5919581e-12,91.35215,45.360146,29.759893,9.2968015e-15
CA Lassen,59.807175,35.813286,63.451096,38.903027,23.91652,9.2968015e-15
CA Los Angeles,6.3497987,0.0001681388,47.008022,1.41230614e-14,193.94113,9.093054
CA Madera,54.28446,0.08819507,48.621166,29.893248,102.213745,2.3931205
CA Marin,2.3771729e-14,2.0398016,129.13536,1.41230614e-14,66.79111,7.5134163
CA Mariposa,15.56362,32.751312,100.24187,57.20301,9.808535,2.4834933
CA Mendocino,32.718525,2.1587404e-8,94.306244,47.04458,56.55544,0.48507252
CA Merced,38.97579,2.1055643e-14,44.702896,38.34495,119.87982,2.4427578
CA Modoc,34.996204,42.258415,75.949455,62.370266,12.924697,9.2968015e-15
CA Mono,3.726684e-12,31.37017,90.98378,21.58445,56.72393,4.0925565
CA Monterey,3.3428311,0.09769147,68.1929,21.879328,129.85751,0.7125018
CA Napa,13.595785,20.351332,101.68135,2.1377559,80.71637,0.9468196
CA Nevada,5.3900447,36.564102,120.817474,26.11478,16.483282,0.3808085
CA Orange,1.2882507e-6,19.734327,65.66235,1.41230614e-14,137.52979,2.607092
CA Placer,1.3921424,50.810894,103.033615,1.41230614e-14,41.516087,0.8376464
CA Plumas,32.969597,44.723515,97.5494,44.922077,2.7839217,9.2968015e-15
CA Riverside,40.95831,0.08529892,58.179916,1.41230614e-14,128.86208,6.2970996
CA Sacramento,38.098866,0.044027463,77.90859,1.41230614e-14,114.97925,1.409589
CA San Benito,24.711538,17.708244,64.68036,0.115268685,108.93171,1.5542877
CA San Bernardino,48.015907,0.0023427692,49.63734,3.3982299e-6,140.99599,4.3839717
CA San Diego,9.115044,8.585923,76.86268,1.41230614e-14,129.07373,2.5370102
CA San Francisco,2.3771729e-14,9.4498055e-11,91.316956,1.41230614e-14,124.44251,1.6129408
CA San Joaquin,53.40998,0.00077190524,53.982494,5.169675,123.66442,4.4677324
CA San Luis Obispo,16.098576,28.177193,108.285126,1.25305e-7,55.37511,0.17722535
CA San Mateo,2.3771729e-14,0.008885542,96.98301,1.41230614e-14,109.4553,3.435927
CA Santa Barbara,6.437796,4.2393527,81.85214,4.5376086,119.78769,2.5371013
CA Santa Clara,2.3771729e-14,0.17644359,83.53309,1.41230614e-14,128.62819,1.9335204
CA Santa Cruz,0.9210292,0.031017054,114.37505,8.384117,89.87539,0.14973457
CA Shasta,103.81595,16.976389,88.56396,0.00019040979,20.849693,0.7739179
CA Sierra,2.8251727,63.990498,94.160164,54.60731,2.7609369e-5,9.2968015e-15
CA Siskiyou,51.927166,22.16432,99.37441,43.99533,11.881146,9.2968015e-15
CA Solano,35.355022,1.1108178,87.03671,1.0708473e-12,95.992874,1.6376989
CA Sonoma,13.254465,8.978021,108.485565,4.498469e-5,80.281586,0.5573962
CA Stanislaus,70.05624,0.9870507,54.278946,0.0012539036,108.55925,5.4168434
CA Sutter,56.598232,5.968513,61.09443,23.783115,76.18385,0.83303964
CA Tehama,102.71271,15.110751,64.36159,12.095278,39.190235,0.1674377
CA Trinity,33.360126,20.912481,96.46104,77.762505,3.3326716,9.2968015e-15
CA Tulare,51.68461,4.884913e-7,39.12017,26.896654,115.11203,9.665065
CA Tuolumne,46.431038,31.519537,100.09204,32.1994,9.860986,0.23049693
CA Ventura,13.581848,14.675762,82.44702,1.41230614e-14,100.84226,1.3744589
CA Yolo,9.328724,1.4993529,96.58177,0.26619768,100.77286,4.2648067
CA Yuba,83.27239,0.68722624,58.0959,19.264526,74.68467,0.39067996
CO Adams,33.961502,33.094646,39.481766,1.3416815e-12,105.62739,9.828271
CO Alamosa,21.885168,44.510796,42.215405,55.976776,52.851902,13.447689
CO Arapahoe,8.2830826e-5,61.07646,59.404903,1.41230614e-14,77.083694,18.323862
CO Archuleta,2.3771729e-14,92.242386,49.11701,36.550854,22.229208,9.2968015e-15
CO Baca,21.50648,114.93402,19.538221,67.47706,4.9746914,1.0042434e-8
CO Bent,44.419945,60.29639,24.264505,83.31265,21.189335,9.2968015e-15
CO Boulder,2.3771729e-14,34.94986,107.372574,1.41230614e-14,57.783222,7.3502855
CO Broomfield,2.3771729e-14,67.931786,83.44759,1.41230614e-14,43.155945,14.337128
CO Chaffee,2.3771729e-14,77.037445,66.65059,35.963467,0.039398067,40.150112
CO Cheyenne,4.6064496,144.61063,12.737812,36.9291,19.8873,9.2968015e-15
CO Clear Creek,2.3771729e-14,92.25659,83.711266,1.0582547,16.735977,5.291111
CO Conejos,0.17627248,60.69098,21.377438,85.73527,52.90904,9.2968015e-15
CO Costilla,1.7331188e-7,0.039899226,40.957577,134.66025,59.7082,0.34565014
CO Crowley,51.843555,66.42953,15.736123,64.140335,23.729506,13.372853
CO Custer,5.533683e-8,108.25078,44.00337,52.194965,4.2847743,9.2968015e-15
CO Delta,36.138725,94.070816,34.2456,43.02021,13.470821,1.3821651
CO Denver,10.499381,13.22613,81.585754,4.332984e-13,102.11215,19.782253
CO Dolores,8.838447e-8,118.494064,29.309027,70.00297,1.29220035e-14,9.2968015e-15
CO Douglas,2.3771729e-14,84.506546,62.301407,1.41230614e-14,41.774754,3.7831705
CO Eagle,2.3771729e-14,58.28896,45.83257,1.41230614e-14,84.8486,8.753369
CO El Paso,19.491217,86.12546,61.51839,1.491823e-11,22.413408,6.18
CO Elbert,22.199629,106.74355,29.29874,7.293099e-8,57.69869,1.9531409
CO Fremont,64.33382,68.1367,43.542747,38.077007,10.812381,9.2968015e-15
CO Garfield,14.52439,82.05551,34.602943,0.0721733,77.51078,1.4847703
CO Gilpin,0.0001917833,107.7402,80.522575,5.232308,10.316734,9.2968015e-15
CO Grand,2.3771729e-14,103.16434,60.69888,1.8388592,33.71304,0.43922776
CO Gunnison,2.3771729e-14,63.495564,85.633026,4.7256784,28.265488,18.97511
CO Hinsdale,2.3771729e-14,107.89875,46.815163,43.133835,5.158379e-10,1.5666727e-7
CO Huerfano,3.8870927e-5,54.405983,59.771267,99.073425,16.378662,1.7907113
CO Jackson,4.4608804e-12,132.54019,27.594957,32.374134,16.521276,9.2968015e-15
CO Jefferson,4.1624537,72.41812,74.821465,1.41230614e-14,47.069756,11.181846
CO Kiowa,38.17249,142.69243,11.365785,22.79968,10.063442,9.2968015e-15
CO Kit Carson,28.922834,113.103836,15.406072,38.328327,15.50258,16.519426
CO La Plata,0.010793025,64.05397,75.62346,31.860262,36.68048,0.3669391
CO Lake,2.3771729e-14,67.370804,64.08324,19.00453,44.526608,0.08375797
CO Larimer,4.682559e-8,65.1995,82.34341,1.41230614e-14,48.852146,2.168204
CO Las Animas,17.840874,58.37495,47.561657,75.64784,24.86714,9.2968015e-15
CO Lincoln,15.596694,101.662575,27.005484,55.616714,17.98377,9.2968015e-15
CO Logan,62.755203,95.346985,23.871813,2.3577735,26.845818,25.166666
CO Mesa,64.36038,71.792015,49.872295,0.0029525608,30.909607,9.2968015e-15
CO Mineral,2.3771729e-14,99.762566,52.73016,47.388004,2.122536,7.1717024
CO Moffat,47.449463,105.05104,19.315577,18.37416,27.259245,0.6724323
CO Montezuma,29.07469,98.12364,32.468315,36.484924,18.873316,4.191996
CO Montrose,47.967697,92.49157,30.368229,12.687157,25.10212,11.000007
CO Morgan,33.76597,77.97716,16.699373,14.748787,42.77559,61.584396
CO Otero,52.98642,55.674145,29.822603,61.022713,33.276295,4.1894145
CO Ouray,2.3771729e-14,72.201965,89.08768,27.960918,1.1697254,9.784899
CO Park,0.3167089,114.8856,65.74345,13.132925,0.7585534,1.0162076
CO Phillips,0.33883354,141.32225,15.193872,31.264986,32.553535,9.2968015e-15
CO Pitkin,2.3771729e-14,58.355824,85.576836,1.41230614e-14,45.70385,6.3320503
CO Prowers,56.809135,68.92276,21.681955,43.28485,36.20892,9.2968015e-15
CO Pueblo,85.4314,18.70397,60.77759,9.739122,49.822796,4.201718
CO Rio Blanco,19.123367,133.51213,26.700098,7.747309,20.283249,9.2968015e-15
CO Rio Grande,18.78273,67.97428,22.039904,68.59448,47.50444,3.4275835
CO Routt,2.3771729e-14,75.29591,74.25781,1.41230614e-14,37.66852,8.700746
CO Saguache,2.696157e-7,51.199757,26.30738,84.4772,52.7844,14.17072
CO San Juan,2.3771729e-14,77.363144,61.849422,54.45768,23.658613,9.2968015e-15
CO San Miguel,2.3771729e-14,68.11633,76.80691,2.6933343,44.25976,0.9410114
CO Sedgwick,7.4343925,120.59077,22.815594,65.523346,8.516018,3.701593
CO Summit,2.3771729e-14,58.15116,66.31723,1.41230614e-14,67.27839,3.8348775
CO Teller,23.8524,123.58655,46.92022,0.14649852,13.347715,3.2283206
CO Washington,38.946938,128.6151,17.29771,20.571272,12.575072,2.2478864
CO Weld,30.298138,77.7621,32.910797,1.0666471e-10,57.060627,16.232506
CO Yuma,22.96364,115.34502,14.372894,25.195032,44.66655,9.2968015e-15
CT Tolland,3.0028022e-11,28.416042,116.12952,1.41230614e-14,59.75918,15.698678
CT New Haven,18.415474,2.1511693,116.92726,1.41230614e-14,58.52947,47.969204
CT Windham,34.506454,36.214,121.33214,1.41230614e-14,10.188258,6.5395727
CT Hartford,3.3821587e-10,19.408522,142.3569,1.41230614e-14,11.317958,59.22516
CT Litchfield,20.775993,35.178318,109.37613,1.41230614e-14,38.552715,31.010206
CT Fairfield,1.429771e-10,8.012535,144.16273,1.41230614e-14,27.373825,61.545414
CT New London,3.6936324,26.496136,142.38667,12.631794,13.842488,15.034703
CT Middlesex,34.48238,16.354147,136.64331,1.41230614e-14,7.0722156,39.00844
DE New Castle,47.145462,10.083006,94.900055,26.02874,44.06501,19.02751
DE Kent,37.80045,42.825603,67.57975,7.535144,53.299515,21.680965
DE Sussex,30.489588,58.218906,59.486977,33.996563,23.931942,35.14842
DC DC,0.00801947,2.1055643e-14,103.96374,0.056072608,106.98469,36.173035
FL Alachua,45.413345,17.342882,63.32918,3.1810034e-6,90.74828,1.9300586
FL Baker,117.39237,60.653893,1.812633e-14,35.655823,22.192667,8.969366
FL Bay,113.04936,56.43946,0.0043357536,0.00011483122,65.85889,4.2764983
FL Bradford,111.95437,46.80855,3.2096148,55.574623,25.056414,5.5751243
FL Brevard,81.3373,41.747677,42.98693,1.0553843e-10,59.570698,2.5220041
FL Broward,40.521255,16.195013,26.082294,1.1522294e-13,146.83875,11.644711
FL Calhoun,78.98498,58.535065,4.9412756e-7,81.02705,13.209605,19.92218
FL Charlotte,61.37846,60.327633,49.847683,25.54614,20.381224,13.47216
FL Citrus,105.380974,44.02032,39.919178,29.27223,14.777394,4.9491696
FL Clay,86.3752,77.65149,7.445761e-11,1.41230614e-14,55.831787,7.006147
FL Collier,0.0038043172,97.85255,1.0779856,18.45005,100.39674,8.340147
FL Columbia,124.36153,47.108017,2.2679887e-5,29.548716,38.520138,12.26984
FL Desoto,53.547806,27.877651,5.233232e-7,78.22711,71.30947,16.046171
FL Dixie,106.066086,49.1435,1.3925437e-6,73.59273,21.633198,8.873693
FL Duval,93.06706,30.15013,0.0627771,1.41230614e-14,115.10077,4.1040416
FL Escambia,94.4472,32.391293,31.82553,1.9243798e-8,65.89582,12.317316
