291,0.5942585,0.8789766,A
387,0.5891658,0.8782042,A
263,0.5778704,0.8695801,A
441,0.5847293,0.8547652,A
274,0.59092367,0.87629044,A
95,0.58873606,0.8711875,A
250,0.5838178,0.86899257,A
302,0.5847522,0.8700391,A
300,0.58076286,0.861914,A
254,0.5937758,0.87923145,A
363,0.5902602,0.8713853,A
87,0.5757727,0.8394793,A
194,0.58747405,0.86737376,A
170,0.5822229,0.86360127,A
344,0.58369976,0.8678898,A
312,0.6032756,0.82352686,A
177,0.58566546,0.8606564,A
215,0.590397,0.87747324,A
415,0.5702418,0.78412354,A
335,0.5749975,0.84054196,A
357,0.5894322,0.8691599,A
176,0.5840995,0.8597609,A
412,0.57423496,0.8412091,A
292,0.59382015,0.88265806,A
253,0.5898569,0.87625533,A
252,0.5856927,0.8690352,A
346,0.5806305,0.866872,A
309,0.58692783,0.8672759,A
207,0.591631,0.8771416,A
247,0.5916255,0.8679488,A
365,0.58955693,0.87073696,A
325,0.5905042,0.8737586,A
298,0.58361536,0.8715225,A
451,0.5695654,0.85590005,A
137,0.5833689,0.86662745,A
208,0.59084,0.8763524,A
120,0.5789158,0.85385734,A
135,0.552434,0.78974754,A
278,0.58406174,0.8692208,A
264,0.5823791,0.8688787,A
345,0.58338076,0.86955124,A
174,0.58340216,0.86125004,A
213,0.5913583,0.8767287,A
257,0.58854616,0.8705613,A
444,0.57373154,0.8596881,A
281,0.58177096,0.8693361,A
334,0.6502892,0.5814719,A
157,0.5481014,0.8164124,A
338,0.5947748,0.87912434,A
306,0.58661836,0.8655956,A
411,0.5704134,0.80037206,A
436,0.56511784,0.8094281,A
456,0.5619568,0.8467112,A
110,0.57976615,0.8610594,A
376,0.58749497,0.8749247,A
111,0.592171,0.87806135,A
279,0.5866651,0.874698,A
260,0.58281857,0.8686727,A
143,0.5792641,0.81746876,A
315,0.58301044,0.8682447,A
244,0.5839547,0.8732216,A
421,0.5679011,0.8331957,A
282,0.58694404,0.8662451,A
329,0.5912244,0.8758134,A
141,0.57958585,0.8639527,A
447,0.55073154,0.8229844,A
341,0.5891629,0.878861,A
272,0.5919148,0.8751337,A
183,0.58321846,0.86293995,A
460,0.56025624,0.85595345,A
323,0.58590466,0.8633394,A
305,0.585224,0.8666475,A
307,0.5888096,0.87416226,A
261,0.58496946,0.8733504,A
299,0.5843586,0.8714422,A
113,0.5874225,0.87060976,A
303,0.58440197,0.8671734,A
445,0.5735815,0.8530145,A
343,0.58651745,0.8608315,A
246,0.58672166,0.86771,A
269,0.59421885,0.88078165,A
296,0.5848591,0.8735418,A
175,0.58380103,0.8635435,A
290,0.59371173,0.88075495,A
89,0.57649267,0.8436102,A
455,0.555956,0.82374734,A
94,0.5909922,0.87578636,A
131,0.5704329,0.849706,A
147,0.57096714,0.84726214,A
187,0.5866408,0.8645657,A
277,0.58286923,0.85680926,A
423,0.5666501,0.8333466,A
186,0.5779231,0.8505333,A
352,0.58651495,0.86218226,A
440,0.58745027,0.8642369,A
351,0.5829254,0.85709214,A
241,0.57889134,0.86020434,A
406,0.5912929,0.8795194,A
249,0.58535975,0.86991984,A
294,0.58196807,0.86803496,A
405,0.58669716,0.86803615,A
450,0.56864035,0.8401919,A
193,0.5786073,0.86287653,A
139,0.57380646,0.8469069,A
350,0.5849458,0.864503,A
188,0.5747435,0.8468763,A
271,0.5913161,0.87591624,A
270,0.5915079,0.8785149,A
443,0.5798799,0.8592083,A
453,0.5628502,0.8545162,A
184,0.57906735,0.8518522,A
242,0.5854426,0.87243146,A
438,0.58587533,0.8613171,A
211,0.5911297,0.87946,A
449,0.55749035,0.83231896,A
280,0.58559513,0.8704848,A
173,0.58287245,0.8616118,A
317,0.5889854,0.869066,A
442,0.58413064,0.86633176,A
320,0.5857402,0.8630224,A
347,0.5857402,0.8630224,A
181,0.5745796,0.8487329,A
167,0.58290946,0.8636157,A
255,0.58824766,0.87588876,A
297,0.5788115,0.8662847,A
91,0.59374857,0.8786038,A
321,0.5784457,0.8566517,A
251,0.58544505,0.8713935,A
145,0.54765105,0.80108464,A
322,0.58383703,0.8625603,A
172,0.5864379,0.865872,A
185,0.57587427,0.8465221,A
301,0.5780896,0.8635881,A
